country,year,flow,partner,hs2,value_usd
Fiji,2016,import,china,85,3723419.494
Fiji,2016,import,china,87,1164522.664
Fiji,2016,import,china,88,845722.6379999999
Fiji,2016,import,china,89,20908227.61
Fiji,2016,import,china,93,672315.32
Fiji,2016,import,world,00,1290556.893
Fiji,2016,import,world,01,35626144.059
Fiji,2016,import,world,02,46460310.779
Fiji,2016,import,world,03,79496971.912
Fiji,2016,import,world,04,76876846.542
Fiji,2016,import,world,05,66609785.392000005
Fiji,2016,import,world,06,10725489.17
Fiji,2016,import,world,07,13370097.36
Fiji,2016,import,world,08,19692836.364
Fiji,2016,import,world,09,25330914.060000002
Fiji,2016,import,world,11,19908691.552
Fiji,2016,import,world,12,1495630.949
Fiji,2016,import,world,21,2612.551
Fiji,2016,import,world,22,721315.3420000001
Fiji,2016,import,world,23,99256.416
Fiji,2016,import,world,24,15363123.026999999
Fiji,2016,import,world,25,2823.141
Fiji,2016,import,world,26,6031590.192000001
Fiji,2016,import,world,27,6312238.180000001
Fiji,2016,import,world,28,14021.631999999998
Fiji,2016,import,world,29,3344371.295
Fiji,2016,import,world,32,104001.12599999999
Fiji,2016,import,world,33,325917438.344
Fiji,2016,import,world,34,20587092.001000002
Fiji,2016,import,world,41,382543.219
Fiji,2016,import,world,42,19421257.095
Fiji,2016,import,world,43,58992.278000000006
Fiji,2016,import,world,51,4707559.123
Fiji,2016,import,world,52,8200799.0430000005
Fiji,2016,import,world,53,11328552.063
Fiji,2016,import,world,54,29274302.638
Fiji,2016,import,world,55,43496314.252000004
Fiji,2016,import,world,56,8572718.239
Fiji,2016,import,world,57,37230539.467
Fiji,2016,import,world,58,25820266.264
Fiji,2016,import,world,59,28781526.562
Fiji,2016,import,world,61,1613092.135
Fiji,2016,import,world,62,28633764.842
Fiji,2016,import,world,63,10093392.622
Fiji,2016,import,world,64,52279721.311
Fiji,2016,import,world,65,78518384.971
Fiji,2016,import,world,66,41723313.06
Fiji,2016,import,world,67,67558964.777
Fiji,2016,import,world,68,15422470.106999999
Fiji,2016,import,world,69,75453075.794
Fiji,2016,import,world,71,38483617.64
Fiji,2016,import,world,72,74208378.224
Fiji,2016,import,world,73,3341886.244
Fiji,2016,import,world,74,113097852.918
Fiji,2016,import,world,75,39763198.568
Fiji,2016,import,world,76,75337935.391
Fiji,2016,import,world,77,82784822.132
Fiji,2016,import,world,78,232827725.836
Fiji,2016,import,world,79,41580729.648
Fiji,2016,import,world,81,21439181.508
Fiji,2016,import,world,82,20300874.134999998
Fiji,2016,import,world,83,5364092.645
Fiji,2016,import,world,84,30063736.756
Fiji,2016,import,world,85,9747500.094
Fiji,2016,import,world,87,31700504.211
Fiji,2016,import,world,88,8726796.207
Fiji,2016,import,world,89,96315164.728
Fiji,2016,import,world,93,13637018.351
Fiji,2016,import,world,96,14807.163
Fiji,2016,import,world,97,1918.704
Fiji,2017,export,aus,01,67555.906
Fiji,2017,export,aus,02,210662.495
Fiji,2017,export,aus,03,167611.094
Fiji,2017,export,aus,04,5025241.285
Fiji,2017,export,aus,05,5635633.387999999
Fiji,2017,export,aus,06,1186627.612
Fiji,2017,export,aus,07,718916.76
Fiji,2017,export,aus,08,28155.432
Fiji,2017,export,aus,09,446236.926
Fiji,2017,export,aus,11,1114783.502
Fiji,2017,export,aus,12,166621.546
Fiji,2017,export,aus,21,45644.065
Fiji,2017,export,aus,22,166.941
Fiji,2017,export,aus,24,437149.535
Fiji,2017,export,aus,25,5948.903
Fiji,2017,export,aus,26,24664.673
Fiji,2017,export,aus,27,53.711
Fiji,2017,export,aus,28,3017874.5700000003
Fiji,2017,export,aus,29,35762.615
Fiji,2017,export,aus,41,66628.779
Fiji,2017,export,aus,42,820327.8
Fiji,2017,export,aus,51,2495.404
Fiji,2017,export,aus,53,1487.951
Fiji,2017,export,aus,54,2717706.101
Fiji,2017,export,aus,55,571138.731
Fiji,2017,export,aus,57,62099.599
Fiji,2017,export,aus,58,137315.916
Fiji,2017,export,aus,59,153366.923
Fiji,2017,export,aus,61,11864.902
Fiji,2017,export,aus,62,34549.511
Fiji,2017,export,aus,63,277972.103
Fiji,2017,export,aus,64,157198.33599999998
Fiji,2017,export,aus,65,2203206.312
Fiji,2017,export,aus,66,76893.95300000001
Fiji,2017,export,aus,67,51723.61800000001
Fiji,2017,export,aus,68,435213.988
Fiji,2017,export,aus,69,2081624.938
Fiji,2017,export,aus,71,1236574.88
Fiji,2017,export,aus,72,272121.429
Fiji,2017,export,aus,73,154278.08000000002
Fiji,2017,export,aus,74,1417458.504
Fiji,2017,export,aus,75,276850.452
Fiji,2017,export,aus,76,11682021.261
Fiji,2017,export,aus,77,3627750.847
Fiji,2017,export,aus,78,1909529.665
Fiji,2017,export,aus,79,3195216.142
Fiji,2017,export,aus,81,143826.127
Fiji,2017,export,aus,82,332388.549
Fiji,2017,export,aus,83,281395.599
Fiji,2017,export,aus,84,32326691.658
Fiji,2017,export,aus,85,50687.616
Fiji,2017,export,aus,87,1273690.443
Fiji,2017,export,aus,88,470058.186
Fiji,2017,export,aus,89,5502073.403
Fiji,2017,export,aus,93,789680.836
Fiji,2017,export,aus,97,55810720.179
Fiji,2017,export,china,03,42187686.617
Fiji,2017,export,china,05,252724.83
Fiji,2017,export,china,09,3467.048
Fiji,2017,export,china,11,2717838.202
Fiji,2017,export,china,12,160699.257
Fiji,2017,export,china,24,74865.015
Fiji,2017,export,china,26,19.355
Fiji,2017,export,china,27,237.104
Fiji,2017,export,china,28,1382569.305
Fiji,2017,export,china,29,95140.83499999999
Fiji,2017,export,china,33,607691.048
Fiji,2017,export,china,34,11020.52
Fiji,2017,export,china,42,77.422
Fiji,2017,export,china,51,8056.714
Fiji,2017,export,china,53,36406.667
Fiji,2017,export,china,55,34371.44
Fiji,2017,export,china,57,159.683
Fiji,2017,export,china,58,10108.877
Fiji,2017,export,china,59,173794.19799999997
Fiji,2017,export,china,62,35120.011999999995
Fiji,2017,export,china,63,53056.725
Fiji,2017,export,china,64,1674.7329999999997
Fiji,2017,export,china,65,273165.654
Fiji,2017,export,china,66,3663.506
Fiji,2017,export,china,67,5299.044
Fiji,2017,export,china,68,4313.366
Fiji,2017,export,china,69,12458.631
Fiji,2017,export,china,71,20909.229
Fiji,2017,export,china,72,3673.6680000000006
Fiji,2017,export,china,73,16867.807
Fiji,2017,export,china,74,431167.24399999995
Fiji,2017,export,china,75,8528.986
Fiji,2017,export,china,76,32095.721
Fiji,2017,export,china,77,78608.846
Fiji,2017,export,china,78,20098.718
Fiji,2017,export,china,81,41738.615
Fiji,2017,export,china,82,889.384
Fiji,2017,export,china,83,928.095
Fiji,2017,export,china,84,46533.934
Fiji,2017,export,china,87,22913.486
Fiji,2017,export,china,89,264441.662
Fiji,2017,export,china,93,668831.584
Fiji,2017,export,world,00,2927.515
Fiji,2017,export,world,01,6181967.12
Fiji,2017,export,world,02,6910150.31
Fiji,2017,export,world,03,147975184.234
Fiji,2017,export,world,04,44081897.394999996
Fiji,2017,export,world,05,20222751.199
Fiji,2017,export,world,06,99784754.49200001
Fiji,2017,export,world,07,7132032.201
Fiji,2017,export,world,08,3739110.599
Fiji,2017,export,world,09,4234748.972
Fiji,2017,export,world,11,124990610.50299999
Fiji,2017,export,world,12,12655367.1
Fiji,2017,export,world,21,69738.235
Fiji,2017,export,world,22,12230.237000000001
Fiji,2017,export,world,23,2683.152
Fiji,2017,export,world,24,11005743.628
Fiji,2017,export,world,25,68874.497
Fiji,2017,export,world,26,38429.314000000006
Fiji,2017,export,world,27,3950718.609
Fiji,2017,export,world,28,5568691.051
Fiji,2017,export,world,29,1870115.641
Fiji,2017,export,world,33,171751560.16300002
Fiji,2017,export,world,34,228848.408
Fiji,2017,export,world,41,285678.966
Fiji,2017,export,world,42,3768677.527
Fiji,2017,export,world,51,482729.243
Fiji,2017,export,world,52,365135.57899999997
Fiji,2017,export,world,53,5202700.927
Fiji,2017,export,world,54,8902399.922
Fiji,2017,export,world,55,9652040.583999999
Fiji,2017,export,world,56,64750.814999999995
Fiji,2017,export,world,57,248787.928
Fiji,2017,export,world,58,3179678.54
Fiji,2017,export,world,59,1926834.42
Fiji,2017,export,world,61,26787.0
Fiji,2017,export,world,62,1255673.404
Fiji,2017,export,world,63,1811966.976
Fiji,2017,export,world,64,11893689.756000001
Fiji,2017,export,world,65,6685844.146
Fiji,2017,export,world,66,8474936.828
Fiji,2017,export,world,67,3508859.404
Fiji,2017,export,world,68,741604.2729999999
Fiji,2017,export,world,69,23566318.292999998
Fiji,2017,export,world,71,9382106.809
Fiji,2017,export,world,72,2798845.676
Fiji,2017,export,world,73,668047.203
Fiji,2017,export,world,74,7513692.513
Fiji,2017,export,world,75,3484533.451
Fiji,2017,export,world,76,63016698.975999996
Fiji,2017,export,world,77,15263874.49
Fiji,2017,export,world,78,5745576.801
Fiji,2017,export,world,79,13286338.421
Fiji,2017,export,world,81,1425512.8
Fiji,2017,export,world,82,1431985.751
Fiji,2017,export,world,83,442684.71499999997
Fiji,2017,export,world,84,46142308.255
Fiji,2017,export,world,85,949162.635
Fiji,2017,export,world,87,4120382.352
Fiji,2017,export,world,88,830756.044
Fiji,2017,export,world,89,15964179.997000001
Fiji,2017,export,world,93,21874948.946
Fiji,2017,export,world,97,57484591.213
Fiji,2017,import,aus,01,11018501.786
Fiji,2017,import,aus,02,9198028.08
Fiji,2017,import,aus,03,467429.228
Fiji,2017,import,aus,04,49054886.177
Fiji,2017,import,aus,05,10478442.131000001
Fiji,2017,import,aus,06,2697639.319
Fiji,2017,import,aus,07,3762529.265
Fiji,2017,import,aus,08,16188810.367
Fiji,2017,import,aus,09,9624078.221
Fiji,2017,import,aus,11,6701054.64
Fiji,2017,import,aus,12,257610.15
Fiji,2017,import,aus,21,4570.794
Fiji,2017,import,aus,22,59730.007
Fiji,2017,import,aus,23,27811.872
Fiji,2017,import,aus,24,134882.934
Fiji,2017,import,aus,26,4644717.622
Fiji,2017,import,aus,27,310142.826
Fiji,2017,import,aus,28,407.916
Fiji,2017,import,aus,29,390755.446
Fiji,2017,import,aus,32,4209.331
Fiji,2017,import,aus,33,2553496.2460000003
Fiji,2017,import,aus,34,7067416.874
Fiji,2017,import,aus,42,3210816.65
Fiji,2017,import,aus,43,3600.116
Fiji,2017,import,aus,51,1046334.826
Fiji,2017,import,aus,52,1677283.888
Fiji,2017,import,aus,53,3950090.04
Fiji,2017,import,aus,54,9127794.829
Fiji,2017,import,aus,55,7999538.471
Fiji,2017,import,aus,56,722633.01
Fiji,2017,import,aus,57,3547588.729
Fiji,2017,import,aus,58,5843033.518
Fiji,2017,import,aus,59,5843568.696
Fiji,2017,import,aus,61,628138.648
Fiji,2017,import,aus,62,3716918.5870000003
Fiji,2017,import,aus,63,1414857.129
Fiji,2017,import,aus,64,16226177.548999999
Fiji,2017,import,aus,65,18081865.625
Fiji,2017,import,aus,66,2757432.715
Fiji,2017,import,aus,67,3351993.4960000003
Fiji,2017,import,aus,68,1086025.149
Fiji,2017,import,aus,69,18061111.725
Fiji,2017,import,aus,71,5501655.806
Fiji,2017,import,aus,72,10062677.483
Fiji,2017,import,aus,73,1287155.0729999999
Fiji,2017,import,aus,74,20968857.552
Fiji,2017,import,aus,75,12760227.766999999
Fiji,2017,import,aus,76,8226735.856
Fiji,2017,import,aus,77,18578961.946000002
Fiji,2017,import,aus,78,11698847.449000001
Fiji,2017,import,aus,79,14770970.559999999
Fiji,2017,import,aus,81,2566991.362
Fiji,2017,import,aus,82,3615517.711
Fiji,2017,import,aus,83,1299334.987
Fiji,2017,import,aus,84,3142993.1569999997
Fiji,2017,import,aus,85,2784168.424
Fiji,2017,import,aus,87,7997695.829
Fiji,2017,import,aus,88,2457880.7180000003
Fiji,2017,import,aus,89,26898976.643
Fiji,2017,import,aus,93,2404539.951
Fiji,2017,import,china,01,100591.819
Fiji,2017,import,china,02,896.158
Fiji,2017,import,china,03,60942474.605
Fiji,2017,import,china,04,448351.03
Fiji,2017,import,china,05,7591853.766
Fiji,2017,import,china,06,231141.548
Fiji,2017,import,china,07,396449.82499999995
Fiji,2017,import,china,08,1387.304
Fiji,2017,import,china,09,1614742.5
Fiji,2017,import,china,11,915317.179
Fiji,2017,import,china,22,71940.403
Fiji,2017,import,china,23,6906.514999999999
Fiji,2017,import,china,24,34338.535
Fiji,2017,import,china,26,16821.354
Fiji,2017,import,china,27,616460.525
Fiji,2017,import,china,28,11501.019
Fiji,2017,import,china,29,5171.782
Fiji,2017,import,china,33,288136.143
Fiji,2017,import,china,34,51.776
Fiji,2017,import,china,41,28.549
Fiji,2017,import,china,42,48874.977
Fiji,2017,import,china,43,19047.717
Fiji,2017,import,china,51,961211.897
Fiji,2017,import,china,52,904092.9430000001
Fiji,2017,import,china,53,1541551.249
Fiji,2017,import,china,54,798375.313
Fiji,2017,import,china,55,3659453.1700000004
Fiji,2017,import,china,56,4067146.103
Fiji,2017,import,china,57,2289167.327
Fiji,2017,import,china,58,6096061.747
Fiji,2017,import,china,59,5017798.139
Fiji,2017,import,china,61,182700.133
Fiji,2017,import,china,62,11039619.084
Fiji,2017,import,china,63,2448896.8770000003
Fiji,2017,import,china,64,9677172.205
Fiji,2017,import,china,65,19630412.904
Fiji,2017,import,china,66,15210491.137
Fiji,2017,import,china,67,26449620.581
Fiji,2017,import,china,68,3319493.731
Fiji,2017,import,china,69,26480931.925
Fiji,2017,import,china,71,13056965.963
Fiji,2017,import,china,72,13813286.683
Fiji,2017,import,china,73,1809097.528
Fiji,2017,import,china,74,19053902.552
Fiji,2017,import,china,75,2850945.273
Fiji,2017,import,china,76,13506547.513
Fiji,2017,import,china,77,16787869.362
Fiji,2017,import,china,78,24119535.311
Fiji,2017,import,china,79,588816.078
Fiji,2017,import,china,81,10326109.758
Fiji,2017,import,china,82,7415817.7190000005
Fiji,2017,import,china,83,2275165.583
Fiji,2017,import,china,84,11206414.344999999
Fiji,2017,import,china,85,3545433.979
Fiji,2017,import,china,87,1434343.2449999999
Fiji,2017,import,china,88,1173797.842
Fiji,2017,import,china,89,21066770.573
Fiji,2017,import,china,93,6629346.019
Fiji,2017,import,china,96,3856.093
Fiji,2017,import,world,00,1787101.4900000002
Fiji,2017,import,world,01,37681235.748
Fiji,2017,import,world,02,49586193.774000004
Fiji,2017,import,world,03,80424385.586
Fiji,2017,import,world,04,76019910.93800001
Fiji,2017,import,world,05,68887356.622
Fiji,2017,import,world,06,10714446.254999999
Fiji,2017,import,world,07,14671234.252
Fiji,2017,import,world,08,20784402.360999998
Fiji,2017,import,world,09,24415140.244
Fiji,2017,import,world,11,18916777.77
Fiji,2017,import,world,12,4942149.228
Fiji,2017,import,world,21,7014.906
Fiji,2017,import,world,22,2391649.694
Fiji,2017,import,world,23,81216.995
Fiji,2017,import,world,24,5090634.702
Fiji,2017,import,world,26,5124755.004
Fiji,2017,import,world,27,4594509.058
Fiji,2017,import,world,28,124128.553
Fiji,2017,import,world,29,1342142.024
Fiji,2017,import,world,32,83977.569
Fiji,2017,import,world,33,424351573.088
Fiji,2017,import,world,34,25665894.456
Fiji,2017,import,world,41,482974.09
Fiji,2017,import,world,42,24390222.014
Fiji,2017,import,world,43,92336.711
Fiji,2017,import,world,51,5072160.875
Fiji,2017,import,world,52,7220067.645
Fiji,2017,import,world,53,12433883.448
Fiji,2017,import,world,54,32606558.662
Fiji,2017,import,world,55,42453126.055
Fiji,2017,import,world,56,8066337.093
Fiji,2017,import,world,57,42019245.174
Fiji,2017,import,world,58,25274981.266
Fiji,2017,import,world,59,29237201.859
Fiji,2017,import,world,61,1470035.699
Fiji,2017,import,world,62,24607898.447
Fiji,2017,import,world,63,9271662.572
Fiji,2017,import,world,64,52841872.043
Fiji,2017,import,world,65,66794947.298999995
Fiji,2017,import,world,66,39513666.292
Fiji,2017,import,world,67,81276637.32699999
Fiji,2017,import,world,68,15306420.711000001
Fiji,2017,import,world,69,75247232.911
Fiji,2017,import,world,71,41931339.898
Fiji,2017,import,world,72,78206485.575
Fiji,2017,import,world,73,4538058.834
Fiji,2017,import,world,74,92003365.11
Fiji,2017,import,world,75,40172121.892
Fiji,2017,import,world,76,89540616.493
Fiji,2017,import,world,77,87476459.382
Fiji,2017,import,world,78,166596952.736
Fiji,2017,import,world,79,68469302.221
Fiji,2017,import,world,81,20145316.26
Fiji,2017,import,world,82,24425534.612999998
Fiji,2017,import,world,83,5871788.486
Fiji,2017,import,world,84,33151309.599
Fiji,2017,import,world,85,10883643.045
Fiji,2017,import,world,87,30457486.209
Fiji,2017,import,world,88,8143925.421
Fiji,2017,import,world,89,104057037.484
Fiji,2017,import,world,93,32839036.22
Fiji,2017,import,world,96,96231.516
Fiji,2017,import,world,97,4682.088
Fiji,2018,export,aus,01,40986.243
Fiji,2018,export,aus,02,283376.322
Fiji,2018,export,aus,03,99153.807
Fiji,2018,export,aus,04,4404008.615
Fiji,2018,export,aus,05,5312945.178
Fiji,2018,export,aus,06,331910.29400000005
Fiji,2018,export,aus,07,751082.47
Fiji,2018,export,aus,08,22.037
Fiji,2018,export,aus,09,186291.61399999997
Fiji,2018,export,aus,11,1140024.456
Fiji,2018,export,aus,12,298419.558
Fiji,2018,export,aus,21,20129.988
Fiji,2018,export,aus,24,261216.03999999998
Fiji,2018,export,aus,25,45854.54
Fiji,2018,export,aus,26,5514.56
Fiji,2018,export,aus,27,4437.133
Fiji,2018,export,aus,28,1539419.239
Fiji,2018,export,aus,29,12015.043
Fiji,2018,export,aus,42,502534.923
Fiji,2018,export,aus,51,694.6500000000001
Fiji,2018,export,aus,52,23056.619
Fiji,2018,export,aus,53,14640.819
Fiji,2018,export,aus,54,3220139.7920000004
Fiji,2018,export,aus,55,535630.904
Fiji,2018,export,aus,57,106849.087
Fiji,2018,export,aus,58,95189.515
Fiji,2018,export,aus,59,109326.352
Fiji,2018,export,aus,61,9539.216
Fiji,2018,export,aus,62,44768.491
Fiji,2018,export,aus,63,211234.805
Fiji,2018,export,aus,64,192234.461
Fiji,2018,export,aus,65,1834228.5370000002
Fiji,2018,export,aus,66,8895.826
Fiji,2018,export,aus,67,3841.173
Fiji,2018,export,aus,68,372512.80299999996
Fiji,2018,export,aus,69,1419834.591
Fiji,2018,export,aus,71,1043456.659
Fiji,2018,export,aus,72,313078.583
Fiji,2018,export,aus,73,250519.396
Fiji,2018,export,aus,74,1068434.348
Fiji,2018,export,aus,75,806387.5989999999
Fiji,2018,export,aus,76,12061191.204
Fiji,2018,export,aus,77,2649399.378
Fiji,2018,export,aus,78,1508802.9170000001
Fiji,2018,export,aus,79,793957.203
Fiji,2018,export,aus,81,791724.264
Fiji,2018,export,aus,82,260814.58099999998
Fiji,2018,export,aus,83,317635.963
Fiji,2018,export,aus,84,33414616.414
Fiji,2018,export,aus,85,68098.658
Fiji,2018,export,aus,87,1047894.754
Fiji,2018,export,aus,88,199960.88
Fiji,2018,export,aus,89,1370408.593
Fiji,2018,export,aus,93,739914.9
Fiji,2018,export,aus,97,52552609.495
Fiji,2018,export,china,03,29380546.084
Fiji,2018,export,china,04,86.711
Fiji,2018,export,china,05,470299.826
Fiji,2018,export,china,06,12110568.25
Fiji,2018,export,china,11,2529969.949
Fiji,2018,export,china,24,6793452.864
Fiji,2018,export,china,28,1305966.667
Fiji,2018,export,china,29,58614.055
Fiji,2018,export,china,33,298329.014
Fiji,2018,export,china,34,29152.768
Fiji,2018,export,china,52,57.488
Fiji,2018,export,china,53,1720.336
Fiji,2018,export,china,54,39421.605
Fiji,2018,export,china,55,79884.226
Fiji,2018,export,china,57,313.311
Fiji,2018,export,china,58,71285.90200000002
Fiji,2018,export,china,59,155564.14700000003
Fiji,2018,export,china,62,1017.063
Fiji,2018,export,china,63,125360.78100000002
Fiji,2018,export,china,64,53406.578
Fiji,2018,export,china,65,111175.077
Fiji,2018,export,china,66,13992.639000000001
Fiji,2018,export,china,67,3631.3399999999997
Fiji,2018,export,china,69,41566.396
Fiji,2018,export,china,71,19169.934
Fiji,2018,export,china,72,1586940.9379999998
Fiji,2018,export,china,73,895.858
Fiji,2018,export,china,74,725223.302
Fiji,2018,export,china,75,486.255
Fiji,2018,export,china,76,9644.132
Fiji,2018,export,china,77,11163.259
Fiji,2018,export,china,78,3252.398
Fiji,2018,export,china,79,432.12
Fiji,2018,export,china,81,5483.9
Fiji,2018,export,china,83,3307.969
Fiji,2018,export,china,84,6587.673
Fiji,2018,export,china,87,32358.217000000004
Fiji,2018,export,china,88,176.776
Fiji,2018,export,china,89,28369.011000000002
Fiji,2018,export,china,93,495565.91
Fiji,2018,export,world,00,6711.752
Fiji,2018,export,world,01,6788180.232
Fiji,2018,export,world,02,7066138.29
Fiji,2018,export,world,03,117306150.70300001
Fiji,2018,export,world,04,44526901.869
Fiji,2018,export,world,05,19156060.68
Fiji,2018,export,world,06,49561165.007
Fiji,2018,export,world,07,5881948.49
Fiji,2018,export,world,08,3099579.758
Fiji,2018,export,world,09,3575149.8200000003
Fiji,2018,export,world,11,134249480.248
Fiji,2018,export,world,12,24536967.983
Fiji,2018,export,world,21,47713.806
Fiji,2018,export,world,22,19707.929
Fiji,2018,export,world,24,44577183.963
Fiji,2018,export,world,25,130521.788
Fiji,2018,export,world,26,22436.703
Fiji,2018,export,world,27,6387751.618
Fiji,2018,export,world,28,5077366.023
Fiji,2018,export,world,29,564906.313
Fiji,2018,export,world,33,204371652.62300003
Fiji,2018,export,world,34,271972.092
Fiji,2018,export,world,41,229371.866
Fiji,2018,export,world,42,4281915.561000001
Fiji,2018,export,world,51,363198.748
Fiji,2018,export,world,52,302245.88
Fiji,2018,export,world,53,6629799.642
Fiji,2018,export,world,54,9623694.449
Fiji,2018,export,world,55,10423173.398
Fiji,2018,export,world,56,180707.588
Fiji,2018,export,world,57,366257.123
Fiji,2018,export,world,58,3849984.3479999998
Fiji,2018,export,world,59,1715999.173
Fiji,2018,export,world,61,19246.106
Fiji,2018,export,world,62,506078.593
Fiji,2018,export,world,63,1269143.532
Fiji,2018,export,world,64,12281182.905
Fiji,2018,export,world,65,6571336.49
Fiji,2018,export,world,66,11753925.641999999
Fiji,2018,export,world,67,3115989.778
Fiji,2018,export,world,68,764184.521
Fiji,2018,export,world,69,23738177.459
Fiji,2018,export,world,71,3900199.847
Fiji,2018,export,world,72,3121522.543
Fiji,2018,export,world,73,315241.578
Fiji,2018,export,world,74,5209180.334
Fiji,2018,export,world,75,2669584.939
Fiji,2018,export,world,76,38294348.87
Fiji,2018,export,world,77,13262059.777999999
Fiji,2018,export,world,78,5640145.271
Fiji,2018,export,world,79,17238190.103
Fiji,2018,export,world,81,2048368.412
Fiji,2018,export,world,82,1774923.664
Fiji,2018,export,world,83,461132.846
Fiji,2018,export,world,84,48269622.254999995
Fiji,2018,export,world,85,788960.037
Fiji,2018,export,world,87,2567320.063
Fiji,2018,export,world,88,716761.5109999999
Fiji,2018,export,world,89,10349968.825000001
Fiji,2018,export,world,93,20656712.243
Fiji,2018,export,world,97,54574290.907
Fiji,2018,import,aus,00,8004.759
Fiji,2018,import,aus,01,16872016.817
Fiji,2018,import,aus,02,10487056.731
Fiji,2018,import,aus,03,744697.4450000001
Fiji,2018,import,aus,04,50598256.878000006
Fiji,2018,import,aus,05,12543485.953
Fiji,2018,import,aus,06,2476751.6440000003
Fiji,2018,import,aus,07,3170780.385
Fiji,2018,import,aus,08,20268342.268
Fiji,2018,import,aus,09,11168967.909000002
Fiji,2018,import,aus,11,6819463.898
Fiji,2018,import,aus,12,383481.559
Fiji,2018,import,aus,22,45856.935
Fiji,2018,import,aus,23,3455.043
Fiji,2018,import,aus,24,548144.658
Fiji,2018,import,aus,26,5513693.648999999
Fiji,2018,import,aus,27,308435.926
Fiji,2018,import,aus,28,1295.88
Fiji,2018,import,aus,29,332483.738
Fiji,2018,import,aus,32,2823.6310000000003
Fiji,2018,import,aus,33,2949909.114
Fiji,2018,import,aus,34,25058500.854000002
Fiji,2018,import,aus,41,95.814
Fiji,2018,import,aus,42,3178702.7439999995
Fiji,2018,import,aus,43,7319.691000000001
Fiji,2018,import,aus,51,1331153.227
Fiji,2018,import,aus,52,1726096.024
Fiji,2018,import,aus,53,3098148.781
Fiji,2018,import,aus,54,11057007.638
Fiji,2018,import,aus,55,8461432.584
Fiji,2018,import,aus,56,585350.57
Fiji,2018,import,aus,57,4746623.218
Fiji,2018,import,aus,58,5983050.67
Fiji,2018,import,aus,59,6996227.794
Fiji,2018,import,aus,61,317153.54
Fiji,2018,import,aus,62,3510625.494
Fiji,2018,import,aus,63,1788095.1809999999
Fiji,2018,import,aus,64,20753248.899
Fiji,2018,import,aus,65,16478524.158
Fiji,2018,import,aus,66,2360816.541
Fiji,2018,import,aus,67,3548306.1629999997
Fiji,2018,import,aus,68,1252215.159
Fiji,2018,import,aus,69,15822873.127
Fiji,2018,import,aus,71,5965823.36
Fiji,2018,import,aus,72,11059916.541
Fiji,2018,import,aus,73,946691.493
Fiji,2018,import,aus,74,20610521.396
Fiji,2018,import,aus,75,11415596.308
Fiji,2018,import,aus,76,9420760.949
Fiji,2018,import,aus,77,20874934.266
Fiji,2018,import,aus,78,11573599.872000001
Fiji,2018,import,aus,79,11911204.376
Fiji,2018,import,aus,81,2504807.3449999997
Fiji,2018,import,aus,82,1793149.8320000002
Fiji,2018,import,aus,83,1030711.039
Fiji,2018,import,aus,84,3319895.785
Fiji,2018,import,aus,85,2917722.886
Fiji,2018,import,aus,87,8969464.343
Fiji,2018,import,aus,88,1797213.296
Fiji,2018,import,aus,89,18283799.22
Fiji,2018,import,aus,93,2823918.838
Fiji,2018,import,aus,96,28601.36
Fiji,2018,import,aus,97,139.409
Fiji,2018,import,china,01,376687.407
Fiji,2018,import,china,02,2639.668
Fiji,2018,import,china,03,18264409.392
Fiji,2018,import,china,04,661462.608
Fiji,2018,import,china,05,6009610.237
Fiji,2018,import,china,06,267007.982
Fiji,2018,import,china,07,408245.098
Fiji,2018,import,china,08,14643.693
Fiji,2018,import,china,09,2409532.0769999996
Fiji,2018,import,china,11,3173489.041
Fiji,2018,import,china,12,4861.11
Fiji,2018,import,china,22,68668.75
Fiji,2018,import,china,23,14430.507
Fiji,2018,import,china,24,57413.509000000005
Fiji,2018,import,china,25,7116.0869999999995
Fiji,2018,import,china,26,32621.704
Fiji,2018,import,china,27,3727217.723
Fiji,2018,import,china,28,21602.166
Fiji,2018,import,china,29,43749.512
Fiji,2018,import,china,32,5832.661
Fiji,2018,import,china,33,244641.222
Fiji,2018,import,china,34,216.539
Fiji,2018,import,china,41,3212.635
Fiji,2018,import,china,42,28644.477
Fiji,2018,import,china,43,11045.408
Fiji,2018,import,china,51,1070889.57
Fiji,2018,import,china,52,2171953.765
Fiji,2018,import,china,53,2119433.942
Fiji,2018,import,china,54,706681.905
Fiji,2018,import,china,55,3716134.949
Fiji,2018,import,china,56,3319535.05
Fiji,2018,import,china,57,2800161.343
Fiji,2018,import,china,58,9331021.321
Fiji,2018,import,china,59,10089761.225
Fiji,2018,import,china,61,198766.083
Fiji,2018,import,china,62,14759007.663999999
Fiji,2018,import,china,63,3692209.2989999996
Fiji,2018,import,china,64,12901429.319
Fiji,2018,import,china,65,24143023.087
Fiji,2018,import,china,66,10982766.361
Fiji,2018,import,china,67,27472822.178999998
Fiji,2018,import,china,68,4573724.93
Fiji,2018,import,china,69,30425339.825
Fiji,2018,import,china,71,7134521.032
Fiji,2018,import,china,72,16517876.775
Fiji,2018,import,china,73,3509585.435
Fiji,2018,import,china,74,26071661.693
Fiji,2018,import,china,75,1834131.764
Fiji,2018,import,china,76,17285060.746999998
Fiji,2018,import,china,77,28043324.496
Fiji,2018,import,china,78,38904802.64
Fiji,2018,import,china,79,32153812.990000002
Fiji,2018,import,china,81,6836908.226
Fiji,2018,import,china,82,9986786.847000001
