country,year,partner,sti
Tonga,2001,china,0.009058213599514909
Tonga,2001,us,0.0768439489761778
Tonga,2002,aus,0.14644942873247166
Tonga,2002,china,0.025539254688384035
Tonga,2002,us,0.12295519452649985
Tonga,2003,aus,0.15765398160647898
Tonga,2003,china,0.02004614462189508
Tonga,2003,us,0.11440121947857769
Tonga,2004,aus,0.16931468580943226
Tonga,2004,china,0.05036072655225738
Tonga,2004,us,0.09092549605685697
Tonga,2005,aus,0.12127063728688241
Tonga,2005,china,0.030799930285766143
Tonga,2005,us,0.09210861238525615
Tonga,2006,aus,0.10737162362299502
Tonga,2006,china,0.04005848637731282
Tonga,2006,us,0.09855997416776327
Tonga,2007,aus,0.10228130743867304
Tonga,2007,china,0.05335502180366479
Tonga,2007,us,0.10129681011188339
Tonga,2008,aus,0.09620829181965325
Tonga,2008,china,0.03692508928318273
Tonga,2008,us,0.0914117787116594
Tonga,2009,aus,0.10552013034400472
Tonga,2009,china,0.04300566150630184
Tonga,2009,us,0.11581841670334031
Tonga,2010,aus,0.07911460938564237
Tonga,2010,china,0.044887741560514
Tonga,2010,us,0.11624297710383077
Tonga,2011,aus,0.06013431096327644
Tonga,2011,china,0.055884842870732865
Tonga,2011,us,0.10716166205505488
Tonga,2012,aus,0.05906983582924834
Tonga,2012,china,0.06142313720650924
Tonga,2012,us,0.13519008626873574
Tonga,2013,aus,0.06404810012597366
Tonga,2013,china,0.05278296889601786
Tonga,2013,us,0.11746316501926055
Tonga,2014,aus,0.05919680896842981
Tonga,2014,china,0.07235458192012865
Tonga,2014,us,0.11517894079526046
Tonga,2015,aus,0.07012102834613188
Tonga,2015,china,0.0924045742846387
Tonga,2015,us,0.11920012771699785
Tonga,2016,aus,0.09221246677953075
Tonga,2016,china,0.1078085832923534
Tonga,2016,us,0.113231852300852
Tonga,2017,aus,0.0841179291925487
Tonga,2017,china,0.0838860072558319
Tonga,2017,us,0.10591844104089701
Tonga,2018,aus,0.0822857571695877
Tonga,2018,china,0.09131523973822102
Tonga,2018,us,0.11014594644793443
Tonga,2019,aus,0.07243899725959546
Tonga,2019,china,0.0855622144194801
Tonga,2019,us,0.15748239539467213
Tonga,2020,aus,0.08623349778776514
Tonga,2020,china,0.08998544866619944
Tonga,2020,us,0.0935357789253233
Tonga,2021,aus,0.10417948458208683
Tonga,2021,china,0.11497842968136811
Tonga,2021,us,0.11851854711536418
Tonga,2022,aus,0.07446064722185085
Tonga,2022,china,0.12545277852236122
Tonga,2022,us,0.11688379055806954
Tonga,2023,aus,0.08557127645733194
Tonga,2023,china,0.12710556371477705
Tonga,2023,us,0.08672521651856756
Tonga,2024,aus,0.0666355658034882
Tonga,2024,china,0.08349688262558237
Tonga,2024,us,0.09461437739049382
Tuvalu,2000,aus,0.23087606128810415
Tuvalu,2000,china,0.026568049785810753
Tuvalu,2000,us,0.0017416146286182883
Tuvalu,2001,aus,0.19960948346648436
Tuvalu,2001,china,0.03041131425710945
Tuvalu,2001,us,0.0019935520376048355
Tuvalu,2002,aus,0.32921649533820485
Tuvalu,2002,china,4.106119216878409e-05
Tuvalu,2002,us,0.0007506467820195565
Tuvalu,2003,aus,0.3252353472903648
Tuvalu,2003,china,0.0008236971642044486
Tuvalu,2004,aus,0.3828795450785378
Tuvalu,2004,china,0.04527310305350725
Tuvalu,2004,us,0.016391388694281635
Tuvalu,2005,aus,0.31444035707980694
Tuvalu,2005,china,0.04790024325315221
Tuvalu,2005,us,0.0019043945505329287
Tuvalu,2006,aus,0.30009287578899574
Tuvalu,2006,china,0.027017331941205758
Tuvalu,2006,us,0.00017710478454094415
Tuvalu,2007,aus,0.320254157492388
Tuvalu,2007,china,0.015902230023023527
Tuvalu,2008,aus,0.1722335430502878
Tuvalu,2008,china,0.05063537834171608
Tuvalu,2008,us,0.007033921414674291
Tuvalu,2009,aus,0.09189398957081388
Tuvalu,2009,china,0.004178429058024731
Tuvalu,2009,us,0.006430696715899286
Tuvalu,2010,aus,0.12431006976625976
Tuvalu,2010,china,0.010074329333891066
Tuvalu,2010,us,0.038666605501007575
Tuvalu,2011,aus,0.1211501108863422
Tuvalu,2011,china,0.018390703321549677
Tuvalu,2011,us,0.05770881111604072
Tuvalu,2012,aus,0.0430758326507444
Tuvalu,2012,china,0.07067966843114358
Tuvalu,2012,us,0.01999033737583462
Tuvalu,2013,aus,0.043847360578182414
Tuvalu,2013,china,0.003483507411035018
Tuvalu,2013,us,0.017127893479991593
Tuvalu,2014,aus,0.040628067953894766
Tuvalu,2014,china,0.002156410036659944
Tuvalu,2014,us,0.018661286683040533
Tuvalu,2015,aus,0.18787422132528142
Tuvalu,2015,china,0.03152446318306623
Tuvalu,2015,us,0.032542776235699566
Tuvalu,2016,aus,0.08834144316425202
Tuvalu,2016,china,0.00556050144350172
Tuvalu,2016,us,0.06518899262596022
Tuvalu,2017,aus,0.10673328264038344
Tuvalu,2017,china,0.012822660897235721
Tuvalu,2017,us,0.03996609216189109
Tuvalu,2018,aus,0.057468954181580933
Tuvalu,2018,china,0.007975949946600632
Tuvalu,2018,us,0.056947120917438046
Tuvalu,2019,aus,0.11603219909702053
Tuvalu,2019,china,0.014175868940740077
Tuvalu,2019,us,0.03674047813106402
Tuvalu,2020,aus,0.0868192964101663
Tuvalu,2020,china,0.012773612981032646
Tuvalu,2020,us,0.08352547050744966
Tuvalu,2021,aus,0.057742779965286276
Tuvalu,2021,china,0.013936105867375339
Tuvalu,2021,us,0.011949782332445822
Tuvalu,2022,aus,0.08022706202705412
Tuvalu,2022,china,0.009959328802895918
Tuvalu,2022,us,0.019830986962965046
Tuvalu,2023,aus,0.223303882976341
Tuvalu,2023,china,0.016057069753964377
Tuvalu,2023,us,0.018769976534522972
Tuvalu,2024,aus,0.18728395821818744
Tuvalu,2024,china,0.007695709274664057
Tuvalu,2024,us,0.017314130408033392
Vanuatu,2000,aus,0.29360501027992886
Vanuatu,2000,china,0.04579152925860143
Vanuatu,2000,us,0.014490367906530544
Vanuatu,2001,aus,0.31402266731248674
Vanuatu,2001,china,0.05186537060913653
Vanuatu,2001,us,0.015128008857061654
Vanuatu,2002,aus,0.2962955780232115
Vanuatu,2002,china,0.048310421870400376
Vanuatu,2002,us,0.01434764114852642
Vanuatu,2003,aus,0.3007854216239702
Vanuatu,2003,china,0.04752404508548943
Vanuatu,2003,us,0.014846126988640474
Vanuatu,2004,aus,0.3223096148062894
Vanuatu,2004,china,0.047666424880743914
Vanuatu,2004,us,0.016456681130887902
Vanuatu,2005,aus,0.3556842597525691
Vanuatu,2005,china,0.045784325868841604
Vanuatu,2005,us,0.0190843549010385
Vanuatu,2006,aus,0.3685924368979108
Vanuatu,2006,china,0.04476752525281082
Vanuatu,2006,us,0.01988698714618565
Vanuatu,2007,aus,0.2831132728148454
Vanuatu,2007,china,0.06695856781901936
Vanuatu,2007,us,0.038336373287821635
Vanuatu,2008,aus,0.2820866078594995
Vanuatu,2008,china,0.07475470726254742
Vanuatu,2008,us,0.030798959936702678
Vanuatu,2009,aus,0.2620544523777696
Vanuatu,2009,china,0.08736646680618827
Vanuatu,2009,us,0.022891430644388273
Vanuatu,2010,aus,0.27849849582107816
Vanuatu,2010,china,0.08415196074162623
Vanuatu,2010,us,0.019363972332041634
Vanuatu,2011,aus,0.25940182320350513
Vanuatu,2011,china,0.056468205911069956
Vanuatu,2011,us,0.01836634738242
Vanuatu,2012,aus,0.2773720806669919
Vanuatu,2012,china,0.062130200280138145
Vanuatu,2012,us,0.021167651605549013
Vanuatu,2013,aus,0.25175514989288156
Vanuatu,2013,china,0.07081477421967135
Vanuatu,2013,us,0.02943937473376735
Vanuatu,2014,aus,0.267210369887692
Vanuatu,2014,china,0.07006173933561374
Vanuatu,2014,us,0.021878287508388872
Vanuatu,2015,aus,0.22331538421118713
Vanuatu,2015,china,0.11953043565910758
Vanuatu,2015,us,0.014592337825387667
Vanuatu,2016,aus,0.2097545218595894
Vanuatu,2016,china,0.11350777557316563
Vanuatu,2016,us,0.038906995292586136
Vanuatu,2017,aus,0.19003780550058152
Vanuatu,2017,china,0.12295583124299221
Vanuatu,2017,us,0.020394588740354744
Vanuatu,2018,aus,0.23218035534298084
Vanuatu,2018,china,0.09860233809956376
Vanuatu,2018,us,0.03519963045846102
Vanuatu,2019,aus,0.2084516979060031
Vanuatu,2019,china,0.11573553111237452
Vanuatu,2019,us,0.024579927480227713
Vanuatu,2020,aus,0.20174501075451023
Vanuatu,2020,china,0.139200118739454
Vanuatu,2020,us,0.026991980071625638
Vanuatu,2021,aus,0.21654947346502645
Vanuatu,2021,china,0.15258485772214048
Vanuatu,2021,us,0.026292017773740125
Vanuatu,2022,aus,0.19789882733982342
Vanuatu,2022,china,0.1365646236985636
Vanuatu,2022,us,0.027490709095320774
Vanuatu,2023,aus,0.23660655528735916
Vanuatu,2023,china,0.13678529265091677
Vanuatu,2023,us,0.026449606955830183
Vanuatu,2024,aus,0.23594063569893148
Vanuatu,2024,china,0.13621532057383262
Vanuatu,2024,us,0.02545732837395793
