country,year,partner,sti
Solomon Islands,2020,us,0.009468495779884668
Solomon Islands,2021,aus,0.08795997842350217
Solomon Islands,2021,china,0.4225618558039119
Solomon Islands,2021,us,0.019627829842403036
Solomon Islands,2022,aus,0.07749023483224791
Solomon Islands,2022,china,0.405383603556833
Solomon Islands,2022,us,0.01715799086707897
Solomon Islands,2023,aus,0.1130004872103887
Solomon Islands,2023,china,0.43929038507070367
Solomon Islands,2023,us,0.011030553107154159
Solomon Islands,2024,aus,0.12347303617558998
Solomon Islands,2024,china,0.4257379091640102
Solomon Islands,2024,us,0.014063317046611325
Tonga,2000,aus,0.20250500828042642
Tonga,2000,china,0.014910335779777444
Tonga,2000,us,0.10809959335543538
Tonga,2001,aus,0.1813744876843019
