country_comtrade,year,flow,partner,comtrade_value_musd,imf_value_musd,country,abs_diff_musd,symmetric_pct_diff,log_ratio,within_tolerance
Solomon Islands,2016,export,aus,5.063538,5.063539028,Solomon Islands,1.027999999791973e-06,2.0302008110527684e-05,2.0302008101041115e-07,True
Solomon Islands,2016,export,china,273.31789,273.3179016,Solomon Islands,1.1600000050293602e-05,4.2441421613979815e-06,4.244142169793427e-08,True
Solomon Islands,2016,export,world,437.30307,440.5371399,Solomon Islands,3.2340699000000086,0.7368242792998559,0.007368276129043715,True
Solomon Islands,2016,import,aus,92.484194,76.05307007,Solomon Islands,-16.43112393,-19.498505592419637,-0.19560636725202374,False
Solomon Islands,2016,import,china,67.393058,115.753273,Solomon Islands,48.360215,52.81046552879075,0.5409189534433935,False
Solomon Islands,2016,import,world,453.853634,463.7624207,Solomon Islands,9.908786700000007,2.1596803258285466,0.02159764275220722,True
Solomon Islands,2017,export,aus,4.119616763000001,4.119616032,Solomon Islands,-7.310000009752571e-07,-1.7744370602536352e-05,-1.7744370603995254e-07,True
Solomon Islands,2017,export,china,325.83001793799997,325.8300171,Solomon Islands,-8.379999485441658e-07,-2.571893022395642e-07,-2.571893035184754e-09,True
Solomon Islands,2017,export,world,503.49333908700004,506.1808472,Solomon Islands,2.6875081129999785,0.5323515544916692,0.005323528117258563,True
Solomon Islands,2017,import,aus,114.218695256,100.4005356,Solomon Islands,-13.818159656000006,-12.876907256527613,-0.1289474481884489,False
Solomon Islands,2017,import,china,71.849557358,111.8462067,Solomon Islands,39.996649342,43.54662128123049,0.44255032132444133,False
Solomon Islands,2017,import,world,572.221932069,476.5516968,Solomon Islands,-95.67023526899999,-18.244210692477267,-0.18295069928850125,False
Solomon Islands,2018,export,aus,5.0171586889999995,5.017158031,Solomon Islands,-6.579999993761021e-07,-1.3114993631098025e-05,-1.3114993629584763e-07,True
Solomon Islands,2018,export,china,380.35273655300006,380.3527222,Solomon Islands,-1.4353000040046027e-05,-3.7736024830357956e-06,-3.773602479530512e-08,True
Solomon Islands,2018,export,world,577.728574166,573.6642456,Solomon Islands,-4.064328566000086,-0.7059846989190166,-0.007059876312154064,True
Solomon Islands,2018,import,aus,109.59324787999999,107.5561752,Solomon Islands,-2.0370726799999943,-1.876194420511554,-0.018762494601036364,True
Solomon Islands,2018,import,china,89.413797743,134.0847473,Solomon Islands,44.670949557,39.97426430530502,0.40519703513999045,False
Solomon Islands,2018,import,world,601.788803714,549.1292114,Solomon Islands,-52.65959231399995,-9.150885053925226,-0.09157278780160688,False
Tonga,2013,export,aus,1.848001,1.855999947,Tonga,0.007998946999999923,0.4319084748873269,0.0043190914630866755,True
Tonga,2013,export,china,0.007637,0.008,Tonga,0.0003630000000000005,4.642834303255107,0.046436685773589,True
Tonga,2013,export,world,17.083731,15.86299419,Tonga,-1.22073681,-7.410368119806446,-0.07413761996311839,False
Tonga,2013,import,aus,11.201785,11.21500015,Tonga,0.01321515000000062,0.11790406083274274,0.0011790407449130775,True
Tonga,2013,import,china,10.780375,10.76400089,Tonga,-0.01637410999999922,-0.1520035677394526,-0.0015200359700658825,True
Tonga,2013,import,world,198.026759,188.2180023,Tonga,-9.808756700000004,-5.079036757410646,-0.050801290297012865,False
Tonga,2014,export,aus,1.657377,1.664000034,Tonga,0.006623033999999972,0.39881253661971167,0.00398813065218536,True
Tonga,2014,export,china,0.006183,0.005999,Tonga,-0.00018400000000000014,-3.0208504350681356,-0.030210801905475704,True
Tonga,2014,export,world,18.879494,17.62998962,Tonga,-1.2495043800000012,-6.844820885472722,-0.0684749518702859,False
Tonga,2014,import,aus,11.761971,11.79699898,Tonga,0.03502797999999885,0.297364273817873,0.0029736449293973834,True
Tonga,2014,import,china,16.39857,16.4469986,Tonga,0.048428600000001154,0.294886659383337,0.0029488687307357556,True
Tonga,2014,import,world,218.185755,209.7640076,Tonga,-8.421747399999987,-3.9358579609129043,-0.03936366164745454,True
